category,variable,label,measure,values,projects
Medical History,rest_startage,How old were you when you first engaged in these behaviors to influence your weight?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,rest_startage_a8df66,How old were you when you first engaged in these behaviors to influence your weight?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,rest_yesno,"Has there ever been a time when you a) tried to limit the amount of food you ate to influence your weight, b) tried to exclude foods from your diet to influence your weight, and/or c) tried to follow rules (such as following a calorie limit) to influence your weight?",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,rest_yesno_73eb16,"Has there ever been a time when you a) tried to limit the amount of food you ate to influence your weight, b) tried to exclude foods from your diet to influence your weight, and/or c) tried to follow rules (such as following a calorie limit) to influence your weight?",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,sports_endage,"How old were you when you last exercised in this way?_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,sports_endage_f2e817,"How old were you when you last exercised in this way?_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,sports_hours,"At the peak of this exercise, how many hours per week were you exercising?",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,sports_hours_7a76e3,"At the peak of this exercise, how many hours per week were you exercising?",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,sports_startage,How old were you when you first exercised in this way?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,sports_startage_bc7965,How old were you when you first exercised in this way?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,sports_yesno,"Have you participated in physical activity such as marathon or triathlon training, powerlifting, fitness classes (i.e., indoor cycling), or any other activity you would consider rigorous, not for the purpose of weight loss?",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,sports_yesno_29c5a9,"Have you participated in physical activity such as marathon or triathlon training, powerlifting, fitness classes (i.e., indoor cycling), or any other activity you would consider rigorous, not for the purpose of weight loss?",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress,"Outside of an eating disorder or another mental health concern, was there ever a time when you experienced a period of stress that caused a decrease in the amount of food you were eating?",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress1,Weight Loss Due to Stress 1,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress2,Weight Loss Due to Stress 2,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress3,Weight Loss Due to Stress 3,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress_confident,How confident are you in your answers in this section (questions about changes in your eating habits due to stress)?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress_confident_ea6833,How confident are you in your answers in this section (questions about changes in your eating habits due to stress)?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress_endage,"How old were you when this period of time ended?_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress_endage_2,"How old were you when this period of time ended?_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress_endage_3,"How old were you when this period of time ended?_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress_gain_end,How old were you when this period of time ended?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress_gain_end_2,How old were you when this period of time ended?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress_gain_reason,Please explain the reason for this period of stress and the ways in which it impacted your eating habits.,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress_gain_reason_2,Please explain the reason for this period of stress and the ways in which it impacted your eating habits.,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress_inc_numb,How many times has this happened?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress_inc_startage,How old were you when you experienced this?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress_inc_startage_2,How old were you when you experienced this?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress_increase,"Outside of an eating disorder or another mental health diagnosis, was there ever a time when you experienced a period of stress that caused an increase in the amount of food you were eating?",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress_increase_1,Increased Eating Due to Stress 1,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress_increase_2,Increased Eating Due to Stress 2,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress_numb,How many times did this happen?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress_reason,Please explain the reason for this period of stress and the ways in which it impacted your eating habits.,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress_reason_2,Please explain the reason for this period of stress and the ways in which it impacted your eating habits.,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress_reason_3,Please explain the reason for this period of stress and the ways in which it impacted your eating habits.,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress_startage,"How old were you when you experienced this?_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress_startage_2,"How old were you when you experienced this?_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress_startage_3,"How old were you when you experienced this?_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress_wg,"Did you experience any weight changes during this period of time?_x000D_
_x000D_
[Enter pounds gained]",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress_wg_2,"Did you experience any weight changes during this period of time?_x000D_
_x000D_
[Enter pounds gained]",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress_wl,"Did you experience any weight changes during this period of time?_x000D_
_x000D_
[Mark weight loss]",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress_wl_2,"Did you experience any weight changes during this period of time?_x000D_
_x000D_
[Mark weight loss]",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,stress_wl_3,"Did you experience any weight changes during this period of time?_x000D_
_x000D_
[Mark weight loss]",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surg1head,Surgery 1,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surg1head_8d5c5c,"Surgery 1: [med_hx_surgery1]_x000D_
_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surg3,Surgery 3,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surg3_1d09ad,Surgery 3: [med_hx_surgery3],POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surg4,Surgery 4: [med_hx_surgery4],POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surg5,Surgery 5: [med_hx_surgery5],POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surg_confident,How confident are you in the information you provided about surgeries?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surg_confident_69144d,How confident are you in the information you provided about surgeries?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surg_info,Additional information?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surg_info_beb116,Additional information?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surgactivity,"How did the surgery impact your activity level? [If it did not impact, write N/A]",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surgactivity2,"How did the surgery impact your activity level? [If it did not impact, write N/A]",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surgactivity2_7cb5f3,"How did the surgery impact your activity level? [If it did not impact, write N/A]",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surgactivity_3,"How did the surgery impact your activity level? [If it did not impact, write N/A]",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surgactivity_3_a7f9a2,"How did the surgery impact your activity level? [If it did not impact, write N/A]",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surgactivity_4,"How did the surgery impact your activity level? [If it did not impact, write N/A]",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surgactivity_5,"How did the surgery impact your activity level? [If it did not impact, write N/A]",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surgactivity_b26594,"How did the surgery impact your activity level? [If it did not impact, write N/A]",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surgactivitynormal,When did your activity habits return to normal?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surgactivitynormal2,When did your activity habits return to normal?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surgactivitynormal2_60ddf7,When did your activity habits return to normal?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surgactivitynormal_3,When did your activity habits return to normal?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surgactivitynormal_3_00af5d,When did your activity habits return to normal?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surgactivitynormal_4,When did your activity habits return to normal?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surgactivitynormal_5,When did your activity habits return to normal?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surgactivitynormal_d0df68,When did your activity habits return to normal?,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surgage,How old were you when you had this surgery?  [Ask participant to make their best guess about the date. Try to remind the participant about seasons or events that might have been happening around the date of the surgery to jog their memory].,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surgage2,How old were you when you had this surgery?  [Ask participant to make their best guess about the date. Try to remind the participant about seasons or events that might have been happening around the date of the surgery to jog their memory].,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surgage2_8cc324,"How old were you when you had this surgery?  [Ask participant to make their best guess about the date. Try to remind the participant about seasons or events that might have been happening around the date of the surgery to jog their memory]. [med_hx_when_surgery_2]_x000D_
",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surgage_3,How old were you when you had this surgery?  [Ask participant to make their best guess about the date. Try to remind the participant about seasons or events that might have been happening around the date of the surgery to jog their memory].,POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surgage_3_b62e03,How old were you when you had this surgery?  [Ask participant to make their best guess about the date. Try to remind the participant about seasons or events that might have been happening around the date of the surgery to jog their memory]: [med_hx_when_surgery_3],POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surgage_4,How old were you when you had this surgery?  [Ask participant to make their best guess about the date. Try to remind the participant about seasons or events that might have been happening around the date of the surgery to jog their memory]: [med_hx_when_surgery_4],POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surgage_5,How old were you when you had this surgery?  [Ask participant to make their best guess about the date. Try to remind the participant about seasons or events that might have been happening around the date of the surgery to jog their memory]: [med_hx_when_surgery_5],POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surgage_dfb647,How old were you when you had this surgery?  [Ask participant to make their best guess about the date. Try to remind the participant about seasons or events that might have been happening around the date of the surgery to jog their memory]: [med_hx_when_surgery_1],POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surgcomp,"Please describe any complications from this surgery. [If their were no complications, write N/A]",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
Medical History,surgcomp2,"Please describe any complications from this surgery. [If their were no complications, write N/A]",POWERED WEIGHT HISTORY INTERVIEW,,POWERED
