category,variable,label,measure,values,projects
Eating Disorder Behaviors,studyb_snack,2. Preferred snack:,STUDY VISIT B COLLECTION FORM,,"MAXED,MR21"
Eating Disorder Behaviors,studyb_wfex,"Minutes Earned (10 rounds, 3 minutes each): | Minutes Earned:",STUDY VISIT B COLLECTION FORM,"0, 0 | 1, 3 | 2, 6 | 3, 9 | 4, 12 | 5, 15 | 6, 18 | 7, 21 | 8, 24 | 9, 27 | 10, 30","MAXED,MR21"
Eating Disorder Behaviors,studyb_wfex_2,"Minutes Earned 2.0 (6 rounds, 5 minutes each):",STUDY VISIT B COLLECTION FORM,"0, 0 | 1, 5 | 2, 10 | 3, 15 | 4, 20 | 5, 25 | 6, 30",MR21
Eating Disorder Behaviors,milk_c,"4. Milkshake: (Document food intolerances/preferred flavor) {milk_flavor_c}

starting weight of milkshake (grams): {milk_start_weight_c} 
end weight of milkshake (grams) : {milk_end_weight_c}

Percent of milkshake drank: {milk_drank_percent_c}",STUDY VISIT C COLLECTION FORM,,MR21
Eating Disorder Behaviors,milk_drank_percent_c,Percent of milkshake drank:,STUDY VISIT C COLLECTION FORM,"if([milk_start_weight_c] <> """" and [milk_end_weight_c] <> """", 100 - (([milk_end_weight_c] / [milk_start_weight_c]) * 100), """")",MR21
Eating Disorder Behaviors,milk_end_weight_c,End weight of milkshake (grams):,STUDY VISIT C COLLECTION FORM,,MR21
Eating Disorder Behaviors,milk_flavor_c,Milkshake flavor,STUDY VISIT C COLLECTION FORM,,MR21
Eating Disorder Behaviors,milk_start_weight_c,Starting weight of milkshake (grams),STUDY VISIT C COLLECTION FORM,,MR21
Eating Disorder Behaviors,rest_borg_10_c,Borg10,STUDY VISIT C COLLECTION FORM,,MR21
Eating Disorder Behaviors,rest_borg_15_c,Borg 15,STUDY VISIT C COLLECTION FORM,,MR21
Eating Disorder Behaviors,rest_borg_20_c,Borg 20,STUDY VISIT C COLLECTION FORM,,MR21
Eating Disorder Behaviors,rest_borg_25_c,Borg 25,STUDY VISIT C COLLECTION FORM,,MR21
Eating Disorder Behaviors,rest_borg_30_c,Borg 30,STUDY VISIT C COLLECTION FORM,,MR21
Eating Disorder Behaviors,rest_borg_5_c,Borg5:,STUDY VISIT C COLLECTION FORM,,MR21
Eating Disorder Behaviors,studyc_rest,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 252.624%; height: 25px;"" border=""1""> <tbody> <tr style=""height: 25px;""> <td style=""width: 1.46077%; height: 25px;"">T</td> <td style=""width: 6.23586%; height: 25px;"">         Borg RPE</td> <td style=""width: 42.0225%; text-align: center; height: 25px;"">Affect Scale</td> <td style=""width: 44.9438%; text-align: center; height: 25px;"">Body Image Scale</td> <td style=""width: 5.2809%; text-align: center; height: 25px;"">HR</td> </tr> </tbody> </table> <table style=""border-collapse: collapse; width: 252.624%; height: 73.3906px;"" border=""1""> <tbody> <tr style=""height: 73.3906px;""> <td style=""width: 1.46067%; height: 73.3906px;""> </td> <td style=""width: 6.17978%; height: 73.3906px;""> </td> <td style=""width: 8.48315%; height: 73.3906px;""> <p><span style=""font-weight: normal;"">Enth.</span></p> </td> <td style=""width: 8.65169%; height: 73.3906px;""><span style=""font-weight: normal;"">Crummy</span></td> <td style=""width: 8.37079%; height: 73.3906px;""> <p><span style=""font-weight: normal;"">Fatig.</span></p> </td> <td style=""width: 8.48315%; height: 73.3906px;""><span style=""font-weight: normal;"">Calm</span></td> <td style=""width: 8.08989%;""><span style=""font-weight: normal;"">Anx</span></td> <td style=""width: 7.58427%; height: 73.3906px;""><span style=""font-weight: normal;""> Phys</span></td> <td style=""width: 7.64045%; height: 73.3906px;""> <p><span style=""font-weight: normal;"">Shap.</span></p> </td> <td style=""width: 6.74157%; height: 73.3906px;""> <p><span style=""font-weight: normal;"">Wt</span></p> </td> <td style=""width: 8.14607%; height: 73.3906px;""><span style=""font-weight: normal;"">Attract</span></td> <td style=""width: 7.75281%; height: 73.3906px;""><span style=""font-weight: normal;"">Looks</span></td> <td style=""width: 7.13483%; height: 73.3906px;""> <p><span style=""font-weight: normal;"">Avg</span></p> <p><span style=""font-weight: normal;"">Pers</span></p> </td> <td style=""width: 5.2809%; height: 73.3906px;""> </td> </tr> </tbody> </table> <table style=""border-collapse: collapse; width: 252.624%; height: 150px;"" border=""1""> <tbody> <tr style=""height: 25px;""> <td style=""width: 1.45949%; height: 25px;"">5</td> <td style=""width: 6.2309%; height: 25px;""><span style=""font-weight: normal;"">{rest_borg_5_c}</span></td> <td style=""width: 8.42013%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_enth_5_c}</span></td> <td style=""width: 8.64467%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_crum_5_c}</span></td> <td style=""width: 8.364%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_fatig_5_c}</span></td> <td style=""width: 8.47626%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_calm_5_c}</span></td> <td style=""width: 8.08332%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_anx_5_c}</span></td> <td style=""width: 7.57812%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_phys_5_c}</span></td> <td style=""width: 7.57812%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_shap_5_c}</span></td> <td style=""width: 6.79224%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_wt_5_c}</span></td> <td style=""width: 8.13946%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_attract_5_c}</span></td> <td style=""width: 7.74652%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_looks_5_c}</span></td> <td style=""width: 7.12904%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_avg_5_c}</span></td> <td style=""width: 5.38888%; height: 25px;""><span style=""font-weight: normal;"">{rest_hr_5_c}</span></td> </tr> <tr style=""height: 25px;""> <td style=""width: 1.45949%; height: 25px;"">10</td> <td style=""width: 6.2309%; height: 25px;""><span style=""font-weight: normal;"">{rest_borg_10_c}</span></td> <td style=""width: 8.42013%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_enth_10_c}</span></td> <td style=""width: 8.64467%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_crum_10_c}</span></td> <td style=""width: 8.364%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_fatig_10_c}</span></td> <td style=""width: 8.47626%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_calm_10_c}</span></td> <td style=""width: 8.08332%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_anx_10_c}</span></td> <td style=""width: 7.57812%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_phys_10_c}</span></td> <td style=""width: 7.57812%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_shap_10_c}</span></td> <td style=""width: 6.79224%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_wt_10_c}</span></td> <td style=""width: 8.13946%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_attract_10_c}</span></td> <td style=""width: 7.74652%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_looks_10_c}</span></td> <td style=""width: 7.12904%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_avg_10_c}</span></td> <td style=""width: 5.38888%; height: 25px;""><span style=""font-weight: normal;"">{rest_hr_10_c}</span></td> </tr> <tr style=""height: 25px;""> <td style=""width: 1.45949%; height: 25px;"">15</td> <td style=""width: 6.2309%; height: 25px;""><span style=""font-weight: normal;"">{rest_borg_15_c}</span></td> <td style=""width: 8.42013%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_enth_15_c}</span></td> <td style=""width: 8.64467%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_crum_15_c}</span></td> <td style=""width: 8.364%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_fatig_15_c}</span></td> <td style=""width: 8.47626%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_calm_15_c}</span></td> <td style=""width: 8.08332%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_anx_15_c}</span></td> <td style=""width: 7.57812%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_phys_15_c}</span></td> <td style=""width: 7.57812%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_shap_15_c}</span></td> <td style=""width: 6.79224%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_wt_15_c}</span></td> <td style=""width: 8.13946%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_attract_15_c}</span></td> <td style=""width: 7.74652%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_looks_15_c}</span></td> <td style=""width: 7.12904%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_avg_15_c}</span></td> <td style=""width: 5.38888%; height: 25px;""><span style=""font-weight: normal;"">{rest_hr_15_c}</span></td> </tr> <tr style=""height: 25px;""> <td style=""width: 1.45949%; height: 25px;"">20</td> <td style=""width: 6.2309%; height: 25px;""><span style=""font-weight: normal;"">{rest_borg_20_c}</span></td> <td style=""width: 8.42013%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_enth_20_c}</span></td> <td style=""width: 8.64467%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_crum_20_c}</span></td> <td style=""width: 8.364%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_fatig_20_c}</span></td> <td style=""width: 8.47626%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_calm_20_c}</span></td> <td style=""width: 8.08332%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_anx_20_c}</span></td> <td style=""width: 7.57812%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_phys_20_c}</span></td> <td style=""width: 7.57812%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_shap_20_c}</span></td> <td style=""width: 6.79224%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_wt_20_c}</span></td> <td style=""width: 8.13946%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_attract_20_c}</span></td> <td style=""width: 7.74652%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_looks_20_c}</span></td> <td style=""width: 7.12904%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_avg_20_c}</span></td> <td style=""width: 5.38888%; height: 25px;""><span style=""font-weight: normal;"">{rest_hr_20_c}</span></td> </tr> <tr style=""height: 25px;""> <td style=""width: 1.45949%; height: 25px;"">25</td> <td style=""width: 6.2309%; height: 25px;""><span style=""font-weight: normal;"">{rest_borg_25_c}</span></td> <td style=""width: 8.42013%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_enth_25_c}</span></td> <td style=""width: 8.64467%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_crum_25_c}</span></td> <td style=""width: 8.364%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_fatig_25_c}</span></td> <td style=""width: 8.47626%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_calm_25_c}</span></td> <td style=""width: 8.08332%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_anx_25_c}</span></td> <td style=""width: 7.57812%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_phys_25_c}</span></td> <td style=""width: 7.57812%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_shap_25_c}</span></td> <td style=""width: 6.79224%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_wt_25_c}</span></td> <td style=""width: 8.13946%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_attract_25_c}</span></td> <td style=""width: 7.74652%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_looks_25_c}</span></td> <td style=""width: 7.12904%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_avg_25_c}</span></td> <td style=""width: 5.38888%; height: 25px;""><span style=""font-weight: normal;"">{rest_hr_25_c}</span></td> </tr> <tr style=""height: 25px;""> <td style=""width: 1.45949%; height: 25px;"">30</td> <td style=""width: 6.2309%; height: 25px;""><span style=""font-weight: normal;"">{rest_borg_30_c}</span></td> <td style=""width: 8.42013%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_enth_30_c}</span></td> <td style=""width: 8.64467%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_crum_30_c}</span></td> <td style=""width: 8.364%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_fatig_30_c}</span></td> <td style=""width: 8.47626%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_calm_30_c}</span></td> <td style=""width: 8.08332%; height: 25px;""><span style=""font-weight: normal;"">{rest_affect_anx_30_c}</span></td> <td style=""width: 7.57812%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_phys_30_c}</span></td> <td style=""width: 7.57812%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_shap_30_c}</span></td> <td style=""width: 6.79224%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_wt_30_c}</span></td> <td style=""width: 8.13946%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_attract_30_c}</span></td> <td style=""width: 7.74652%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_looks_30_c}</span></td> <td style=""width: 7.12904%; height: 25px;""><span style=""font-weight: normal;"">{rest_bis_avg_30_c}</span></td> <td style=""width: 5.38888%; height: 25px;""><span style=""font-weight: normal;"">{rest_hr_30_c}</span></td> </tr> </tbody> </table></div>",STUDY VISIT C COLLECTION FORM,,MR21
Eating Disorder Behaviors,studyc_snack,2. Preferred snack:,STUDY VISIT C COLLECTION FORM,,MR21
Medical History,alc_months_quit,Months abstained,DATA COLLECTION FORM,,POWERED
Medical History,alc_months_quit_1,Months quit for 1st age,DATA COLLECTION FORM,,POWERED
Medical History,alc_months_quit_2,Months quit for 2nd age,DATA COLLECTION FORM,,POWERED
Medical History,alc_months_quit_3,Months quit for 3rd age,DATA COLLECTION FORM,,POWERED
Medical History,alc_months_quit_4,Months quit for 4th age,DATA COLLECTION FORM,,POWERED
Medical History,alc_months_quit_5,Months quit for 5th age,DATA COLLECTION FORM,,POWERED
Medical History,alc_year_quit,Age,DATA COLLECTION FORM,,POWERED
Medical History,alc_year_quit_1,1st age,DATA COLLECTION FORM,,POWERED
Medical History,alc_year_quit_2,2nd age,DATA COLLECTION FORM,,POWERED
Medical History,alc_year_quit_3,3rd age,DATA COLLECTION FORM,,POWERED
Medical History,alc_year_quit_4,4th age,DATA COLLECTION FORM,,POWERED
Medical History,alc_year_quit_5,5th age,DATA COLLECTION FORM,,POWERED
Medical History,dcf_2moabsent_3,Has there ever been a period of time that you have not used Marijuana for at least 2 months?,DATA COLLECTION FORM,,MAXED
Medical History,dcf_adhd,Have you ever been diagnosed with ADHD,DATA COLLECTION FORM,,"MAXED,MR21"
Medical History,dcf_alc_age_1,,DATA COLLECTION FORM,,MR21
Medical History,dcf_alc_age_2,,DATA COLLECTION FORM,,MR21
Medical History,dcf_alc_age_3,,DATA COLLECTION FORM,,MR21
Medical History,dcf_alc_age_4,,DATA COLLECTION FORM,,MR21
Medical History,dcf_alc_age_5,,DATA COLLECTION FORM,,MR21
Medical History,dcf_alc_mo_1,,DATA COLLECTION FORM,,MR21
Medical History,dcf_alc_mo_2,,DATA COLLECTION FORM,,MR21
Medical History,dcf_alc_mo_3,,DATA COLLECTION FORM,,MR21
Medical History,dcf_alc_mo_4,,DATA COLLECTION FORM,,MR21
Medical History,dcf_alc_mo_5,,DATA COLLECTION FORM,,MR21
Medical History,dcf_alc_quit_table,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">List how old you were in years each time you stopped consuming alcohol for 2 months or longer, and how long (in months) you stopped consuming alcohol each time. (When listing ages, list whole and half years).</span></p> <table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 49.9293%;"">Age (years)</td> <td style=""width: 49.9293%;"">Months abstained</td> </tr> <tr> <td style=""width: 49.9293%;"">{dcf_alc_age_1}</td> <td style=""width: 49.9293%;"">{dcf_alc_mo_1}</td> </tr> <tr> <td style=""width: 49.9293%;"">{dcf_alc_age_2}</td> <td style=""width: 49.9293%;"">{dcf_alc_mo_2}</td> </tr> <tr> <td style=""width: 49.9293%;"">{dcf_alc_age_3}</td> <td style=""width: 49.9293%;"">{dcf_alc_mo_3}</td> </tr> <tr> <td style=""width: 49.9293%;"">{dcf_alc_age_4}</td> <td style=""width: 49.9293%;"">{dcf_alc_mo_4}</td> </tr> <tr> <td style=""width: 49.9293%;"">{dcf_alc_age_5}</td> <td style=""width: 49.9293%;"">{dcf_alc_mo_5}</td> </tr> </tbody> </table></div>",DATA COLLECTION FORM,,MR21
Medical History,dcf_alc_use_12mo,"In the past 12 months, how often have you had 4 or more drinks containing alcohol in one day?",DATA COLLECTION FORM,"0, Never | 1, Less than monthly | 2, Monthly | 3, Weekly | 4, Daily or almost daily",MR21
Medical History,dcf_alcohol,Do you drink? | Have you ever consumed alcohol? | Have you ever regularly consumed alcohol (at least one drink per week)?,DATA COLLECTION FORM,,"MAXED,MR21,POWERED"
Medical History,dcf_alcohol_2mo,Have you ever stopped drinking alcohol for a period of 2 months or longer?,DATA COLLECTION FORM,,POWERED
Medical History,dcf_alcohol_2mo_when,"Please list how old you were each time you stopped drinking alcohol for 2 months or longer, and how long (in months) you stopped drinking alcohol each time. When listing ages, list whole years and half years (i.e., 16 or 16.5)",DATA COLLECTION FORM,,POWERED
Medical History,dcf_alcohol_age,At what age did you start drinking alcohol regularly? | At what age did you start drinking?,DATA COLLECTION FORM,,"MAXED,POWERED"
Medical History,dcf_alcohol_age_start,At what age did you start consuming alcohol?,DATA COLLECTION FORM,,MR21
Medical History,dcf_alcohol_concern,"In the past three months, has anyone expressed concern about your alcohol consumption?",DATA COLLECTION FORM,,MR21
Medical History,dcf_alcohol_consume_amount,"When you drink, how many drinks do you
have? (use scale below) 
1 drink = 12 oz beer = 5 oz wine = 1 oz hard liquor | When you drink/drank, how many drinks do you_x000D_
have? (Use scale below) _x000D_
1 drink = 12 oz beer = 5 oz wine = 1 oz hard liquor",DATA COLLECTION FORM,,"MAXED,POWERED"
Medical History,dcf_alcohol_current,Do you currently drink alcohol regularly (at least one drink per week)?,DATA COLLECTION FORM,,POWERED
Medical History,dcf_alcohol_frequency,"How often do you drink? (per day/week/month/year/never) | On average, how many times (per day/week/month/year) did/do you drink alcohol?",DATA COLLECTION FORM,,"MAXED,POWERED"
Medical History,dcf_alcohol_frequency_1,Frequency (per day/week/month/year),DATA COLLECTION FORM,"1, per day | 2, per week | 3, per month | 4, per year | 5, never","MAXED,POWERED"
Medical History,dcf_alcohol_quit,How many times have you tried to quit drinking?,DATA COLLECTION FORM,,MAXED
Medical History,dcf_alcohol_quit_2,Has there ever been a period of time that you have not drank for at least 2 months?,DATA COLLECTION FORM,,MAXED
Medical History,dcf_alcohol_quit_long,How long did it last?,DATA COLLECTION FORM,,MAXED
Medical History,dcf_alcohol_quit_when,"If so, when?",DATA COLLECTION FORM,,MAXED
Medical History,dcf_alcohol_stop,At what age did you stop consuming alcohol? | At what age did you stop drinking alcohol regularly?,DATA COLLECTION FORM,,"MR21,POWERED"
Medical History,dcf_alcohol_stop_2mo,Have you ever stopped consuming alcohol for a period of two months or longer?,DATA COLLECTION FORM,,MR21
Medical History,dcf_alcohol_type,"What kind of alcohol did you/do you typically drink? (i.e. beer, liquor, wine) | what do you drink?",DATA COLLECTION FORM,,"MAXED,POWERED"
Medical History,dcf_allergies,Do you currently have any allergies and/or food preferences?,DATA COLLECTION FORM,,MR21
Medical History,dcf_bone_surg_explain,"If yes, explain.",DATA COLLECTION FORM,,"MAXED,MR21"
Medical History,dcf_cardiovas_dis,Cardiovascular Disease,DATA COLLECTION FORM,"1, Yes | 0, No","MAXED,MR21"
Medical History,dcf_cardiovas_dis_comm,Cardiovascular Disease (comments),DATA COLLECTION FORM,,"MAXED,MR21"
Medical History,dcf_cig_num,"On average, how many cigarettes per day did/do you smoke?",DATA COLLECTION FORM,,POWERED
Medical History,dcf_current_meds,"Are you currently taking any medications (including birth control, multivitamins, etc.)? | Are you currently taking any medications?",DATA COLLECTION FORM,,"MAXED,MR21,POWERED"
Medical History,dcf_current_meds_list,"If yes, list all: | If yes, list all (include medication name, dose, starting date): | If yes, list the medications you are currently taking, as well as the dose of each:",DATA COLLECTION FORM,,"MAXED,MR21,POWERED"
Medical History,dcf_drug,"Do you take any other drugs not already talked about? | Have you ever used any other drugs not already mentioned (such as cocaine, amphetamines, etc.)?",DATA COLLECTION FORM,,"MAXED,POWERED"
Medical History,dcf_drug_2mo,Have you ever stopped using this/these drug(s) for a period of 2 months or longer?,DATA COLLECTION FORM,,POWERED
Medical History,dcf_drug_2mo_when,"Please list how old you were each time you stopped using each drug for 2 months or longer, and how long (in months) you stopped using it each time. When listing ages, list whole years and half years (i.e., 16 or 16.5)",DATA COLLECTION FORM,,POWERED
Medical History,dcf_drug_age,At what age did you start using this drug? | At what age did you start using this/these drug(s)?,DATA COLLECTION FORM,,"MAXED,POWERED"
Medical History,dcf_drug_consume,"How do you take/consume this drug? (i.e. edibles, vaping, injection, oils, etc.)",DATA COLLECTION FORM,,MAXED
Medical History,dcf_drug_consume_amount,"When you consume/ take this drug, how much do you consume? | When you use(d) this/these drug(s), how much do you/did you use?",DATA COLLECTION FORM,,"MAXED,POWERED"
Medical History,dcf_drug_consume_frequency,Frequency (per day/week/month/year),DATA COLLECTION FORM,,POWERED
Medical History,dcf_drug_consume_often,How often do you consume/take this drug? (PER day/week/month/year),DATA COLLECTION FORM,,MAXED
Medical History,dcf_drug_consune_frequency,Frequency (per day/week/month/year),DATA COLLECTION FORM,"1, per day | 2, per week | 3, per month | 4, per year",MAXED
Medical History,dcf_drug_current,Do you currently use this/these drug(s)?,DATA COLLECTION FORM,,POWERED
Medical History,dcf_drug_frequency,"Frequency (per day/week/month/year) | On average, how many times (per day/week/month/year) did/do you take these drug(s) between the first time you used it/them and the last time you used it/them?",DATA COLLECTION FORM,"1, per day | 2, per week | 3, per month | 4, per year","MAXED,POWERED"
Medical History,dcf_drug_quit,How many times have you tried to quit using this drug?,DATA COLLECTION FORM,,MAXED
Medical History,dcf_drug_quit_2,Has there ever been a period of time that you have not used this drug for at least 2 months?,DATA COLLECTION FORM,,MAXED
Medical History,dcf_drug_quit_2_length,How long did it last?,DATA COLLECTION FORM,,MAXED
Medical History,dcf_drug_quit_2_when,"If so, when?",DATA COLLECTION FORM,,MAXED
Medical History,dcf_drug_stop,At what age did you stop using this/these drug(s)?,DATA COLLECTION FORM,,POWERED
Medical History,dcf_drug_subhead,Street drug abuse,DATA COLLECTION FORM,,MAXED
Medical History,dcf_drug_which,Which drug(s) have you used?,DATA COLLECTION FORM,,POWERED
Medical History,dcf_ecig_num,"On average, how many days per week did/do you use e-cigarettes?",DATA COLLECTION FORM,,POWERED
Medical History,dcf_ed_family_history,Do you have any family members with an eating disorder?,DATA COLLECTION FORM,"1, Yes | 0, No | -9, Unsure","MAXED,MR21,POWERED"
Medical History,dcf_ed_family_history_info,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Please list diagnoses (if known), age of family member, and any other relevant information:</span></p> <table style=""border-collapse: collapse; width: 100%; height: 150px;"" border=""1""> <tbody> <tr style=""height: 25px;""> <td style=""width: 25.0708%; height: 25px;"">Family Member</td> <td style=""width: 25.0708%; height: 25px;"">Age</td> <td style=""width: 50%; height: 25px;"">Diagnoses</td> </tr> <tr style=""height: 25px;""> <td style=""width: 25.0708%; height: 25px;"">{dcf_fam_1}</td> <td style=""width: 25.0708%; height: 25px;"">{dcf_fam_age_1}</td> <td style=""width: 50%; height: 25px;"">{dcf_fam_dx_1}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 25.0708%; height: 25px;"">{dcf_fam_2}</td> <td style=""width: 25.0708%; height: 25px;"">{dcf_fam_age_2}</td> <td style=""width: 50%; height: 25px;"">{dcf_fam_dx_2}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 25.0708%; height: 25px;"">{dcf_fam_3}</td> <td style=""width: 25.0708%; height: 25px;"">{dcf_fam_age_3}</td> <td style=""width: 50%; height: 25px;"">{dcf_fam_dx_3}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 25.0708%; height: 25px;"">{dcf_fam_4}</td> <td style=""width: 25.0708%; height: 25px;"">{dcf_fam_age_4}</td> <td style=""width: 50%; height: 25px;"">{dcf_fam_dx_4}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 25.0708%; height: 25px;"">{dcf_fam_5}</td> <td style=""width: 25.0708%; height: 25px;"">{dcf_fam_age_5}</td> <td style=""width: 50%; height: 25px;"">{dcf_fam_dx_5}</td> </tr> </tbody> </table></div> | Please list diagnoses (if known), age of family member, and any other relevant information:",DATA COLLECTION FORM,,"MAXED,MR21,POWERED"
Medical History,dcf_ed_family_history_rel,Please list relationship (check all that apply):,DATA COLLECTION FORM,"1, Biological sister | 2, Biological brother | 3, Identical twin sister | 4, Identical twin brother | 5, Fraternal twin sister | 6, Fraternal twin brother | 7, Half sister | 8, Half brother | 9, Stepsister | 10, Stepbrother | 11, Adopted/adoptive sister | 12, Adopted/adoptive brother | 13, Biologica","MAXED,MR21,POWERED"
Medical History,dcf_ed_family_history_rel_other,Other:,DATA COLLECTION FORM,,"MAXED,MR21,POWERED"
Medical History,dcf_fam_hist_diag_list,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If yes, please list relationship and diagnosis:</span></p> <table style=""border-collapse: collapse; width: 100%; height: 150px;"" border=""1""> <tbody> <tr style=""height: 25px;""> <td style=""width: 49.9293%; height: 25px;"">Relationship</td> <td style=""width: 49.9293%; height: 25px;"">Diagnosis</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9293%; height: 25px;"">{dcf_relate_1}</td> <td style=""width: 49.9293%; height: 25px;"">{dcf_relate_dx_1}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9293%; height: 25px;"">{dcf_relate_2}</td> <td style=""width: 49.9293%; height: 25px;"">{dcf_relate_dx_2}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9293%; height: 25px;"">{dcf_relate_3}</td> <td style=""width: 49.9293%; height: 25px;"">{dcf_relate_dx_3}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9293%; height: 25px;"">{dcf_relate_4}</td> <td style=""width: 49.9293%; height: 25px;"">{dcf_relate_dx_4}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9293%; height: 25px;"">{dcf_relate_5}</td> <td style=""width: 49.9293%; height: 25px;"">{dcf_relate_dx_5}</td> </tr> </tbody> </table></div> | If yes, please list relationship and diagnosis:",DATA COLLECTION FORM,,"MAXED,MR21,POWERED"
Medical History,dcf_head_injury,Have you ever had a head injury?,DATA COLLECTION FORM,,"MAXED,MR21"
Medical History,dcf_heart,Heart Disease or Stroke,DATA COLLECTION FORM,"1, Yes | 0, No","MAXED,MR21"
Medical History,dcf_heart_comm,Heart Disease or Stroke (comments),DATA COLLECTION FORM,,"MAXED,MR21"
Medical History,dcf_last_menstrual_period,Can you estimate the date of first day of last menstrual period? (M-D-Y),DATA COLLECTION FORM,,MAXED
Medical History,dcf_med_illness_explain,"If yes, explain. | If yes, please explain why you were hospitalized and for how long.",DATA COLLECTION FORM,,"MAXED,MR21,POWERED"
Medical History,dcf_medical_ed,Have you been hospitalized within the previous six months for an eating disorder?,DATA COLLECTION FORM,,MR21
Medical History,dcf_medical_illness,Have you been hospitalized within the previous six months for a medical illness other than your eating disorder? | Have you been hospitalized within the previous six months for a medical illness?,DATA COLLECTION FORM,,"MAXED,MR21,POWERED"
